price_yen	product_name	brand	selling_rank	review1_ja		review1_en	review2_ja	review2_en	review3_ja	review3_en	review4_ja	review4_en	review5_ja	review5_en	shorten_url
4351	Closet storage rack with casters	YAMAZEN	amazon_55	漫画本や、工具ケース、薬箱など入れて使ってます。本棚の高さが変えれるので便利。	I put cartoon books, tool cases, medicine boxes etc in this. It is convenient because that bookcase height can be changed	作りがとてもしっかりしていて、安心感があります。その分、動かすのには重いので、出し入れが頻繁でないものの収納によいと思いました。アルバムや自作のDVDなどがすっきりおさまりました。	This is very solid making, there is a sense of security. Because it is heavy to move accordingly, I thought that it is good for storage of items that are not frequently inserted / removed. I cleared up the album and my own DVDs clearly.	意外としっかりした作りで自分用の小物収納ラックとして重宝してます。	It is surprisingly solid making, it is useful as a small storage rack for yourself.	テレビ台として使っています。キャスターがついているので移動できて非常にいいです。	I use it as a TV stand. It's very nice to move because the casters are on.	左側二段に結構な量のA4サイズの本が入る。後ろの杭が利いているため、安定感有り。	There are quite a few A4 size books on the left side. It is stable because the back pile is turned on.	https://amzn.to/2T85UiP
6177	Stacking bookshelf, Open rack	YAMAZEN	amazon_33	ビジネス系の書籍をぎっちりと入れても板がきしむようなことはありません。横からの力にもグラグラすることもなく安心して使用しています。	There is no such thing as a plate squeaks even if you put the business books tightly. I am using it with confidence without having to grasp the force from the side.	サイズが丁度いい。本の整理に便利です。本を沢山収納出来て、カラフルであらゆる場所で使えます。	The size is exactly right. It is convenient for organizing books. I can store a lot of books, it is colorful and can be used in every place.	安くてしっかりしています。子供に支えてもらって、女でも簡単に作れました。	It is cheap and solid. Even a woman could easily make it, supported by children.	安物と違い、つくりがしっかりしている。普通のカラーボックスのサイズを採用してるので、カラーボックス用の箱が使えて便利。	Unlike cheap, the making is solid. Because it adopts the size of ordinary color box, it is convenient to use a box for color box.	カラーボックスの２列バージョン。値段相応、簡単に作れました！お店には中々ない形だったので、助かりました。	Two column version of color box. It was reasonable, it was easy to make! It was saved, as it was a form that was nothing in the store.	https://amzn.to/2FH9NbF
6199	Rack, Height 161 cm	Liberty Top	yahoo_92	組み立ても簡単にできました。サイズも置きたかった隙間に丁度良くて満足です。	It was easy to assemble. I am satisfied just for the gap that I wanted to put size as well.	考えていた通りの商品が届き、満足しています。	The product as I was thinking arrives, I am satisfied.	None	None	None	None	None	None	https://bit.ly/2R4P6r6
6224	Rack, slide double	IRIS OHYAMA	amazon_15	しっかりしていて、見た目も良いです。電動ドライバーがあれば、かなり時間短縮になります。	It is solid and looks good. If you have an electric screwdriver, it will be a considerable time saving.	収納力も強度も申し分なく、とても良い買い物をしました。ただ臭いが少々気になってしまいます。	Storage capacity and strength were satisfactory, I did very good shopping. I just mind smelling a bit.	本を平積みするときには、可動棚板はスペース調整できるので重宝します。幅の広い本は表紙を正面に向けて立てて手前に重ねて並べています。あちこちにあった本を集約できて整理ができました。	When laying books flat, movable shelf boards are useful because space adjustment is possible. A wide book is laid side by side with the cover facing the front. I was able to consolidate the books that were there and organize it.	予想していたよりも重量があり、しっかりと作られている。	There is more weight than expected, and it is solidly made.	スライド式なので、1.5倍くらいの収納性があります。	Because it is a slide type, it has a storage capacity of about 1.5 times.	https://amzn.to/2HloAKC
6280	Comic rack, slide double	IRIS OHYAMA	yahoo_75	今回は、電動ドライバーを使いました！楽々組み立てる事ができました。	This time I used an electric screwdriver! It was easy to assemble.	収納力多くて助かりました！	I was saved a lot of storage power!	プリント合板で端の処理があまいものがいくつかありますが、値段を考えれば満足です。	There are some things that are handled at the edge with printed plywood, but it is satisfactory given the price.	組み立ても簡単で満足です。	Assembly is also easy and satisfying.	None	None	https://bit.ly/2AYDMrE
6290	Stacking bookshelf, Open rack	YAMAZEN	amazon_33	シンプルで程よい高さがいい。	Simple and reasonable height is good.	塗装の耐久性は低いですが、棚は高さは自由にできるし、奥行もあるので、満足しています。	Although the durability of painting is low, shelves can be freely height and depth, so we are satisfied.	縦に積んでいます。上下別々に作るので一人でも問題なく組み立てられました。	It is stacked vertically. Since I make it separately up and down, even one person was assembled without problems.	かなり丈夫な作りです。背面の板の部分も二分画をつなげる構造でよく考えられていると思います。買って良かったです。	It is making it rather sturdy. I believe that the part of the back plate is also well thought out in the structure connecting two fractions. I'm glad I bought it.	安物のわりにはしっかりした作り。縦に二段積んで使ってますが、安定してるしいい感じ。	Make it solid for cheap stuff. I use it by stacking two tiers vertically, but it is stable and it feels nice.	https://amzn.to/2CADvLj
6400	Luminous Feel series - Bookshelf	DOSISHA	amazon_62	鞄置き場にしました。マンションのクローゼットの上の段が結構大きいので、そこに置いて鞄を並べました。一目で全ての鞄を見渡せるので大満足です！	I made it to a bagroom. The stage above the closet of the apartment was quite large so I put it there and arranged the bags. I am satisfied because I can see all the bags at a glance!	本棚としてではなく、ＩＴ機器の設置用に購入。ＷｉＦｉルーターやＨＤＤなど、熱を持つ機器も風通しがよくサイズもちょうどよく収納できました。	Purchased for installing IT equipment, not as a bookshelf. Equipments with heat such as WiFi routers and HDDs were well ventilated and the size could be stored just right.	None	None	None	None	None	None	https://amzn.to/2T571Ql
6480	Wall rack	arne	amazon_64	カラーボックスを二刀両断しただけのようにも見えますが、実物は頑丈で木材の品質が良いです。	It looks just like having just cut both color boxes, but the real thing is sturdy and the quality of wood is good.	None	None	None	None	None	None	None	None	https://amzn.to/2AZnnmH
6580	Rotary comic rack	Net Furniture - BANBAN	rakuten_255	二台購入して、だいぶ部屋がすっきりしました！組み立てもそんなに難しくなく、作りも結構しっかりしています。子どもの小さめの絵本も収納できます。	I bought two units, the room was much clearer! Assembling is not so difficult, making is also quite solid. You can also store children's small picture books.	None	None	None	None	None	None	None	None	https://bit.ly/2FQAU3i
6680	Bookshelf with casters, 2 set	BON FURNITURE(bon kagu)	amazon_56	女1人で組み立てましたが、1つ30分でできました。特に道具はいらず、梱包を解くハサミと組み立てのドライバーくらいです。説明書通りに番号もついているのでわかりやすいですね。	I built it with a woman, but I made it in 30 minutes. Especially, there is no tool, it is about scissors to unpack and assembly driver. It's easy to understand because numbers are attached as per instructions.	組み立ては簡単でした。DVDを収納し、押し入れに入れてスッキリ。ぐらぐらしますが隙間に収めているので、倒れる心配はしていません。	Assembly was easy. Store the DVD, refreshing to put it in the closet. It is loose, but it is in the gap, so I am not worried about falling.	よく考えて作られている分、組立てに時間は少々かかるが、板に番号を打っているなど親切です。半畳の押入れ下に四本きっちり納まり、この値段でこのクオリティーは驚きです。	It takes time to assemble well, considering it well thoughtfully, but it is kind, like numbering boards. Four pcs in total under half-tight closure, this quality is surprising at this price.	None	None	None	None	https://amzn.to/2RIQ0z0
6780	Comic rack, slide double	IRIS OHYAMA	rakuten_11	漫画や小説等の単行本類がすごい数だったので、その収納のために購入。ブラウンにしました。明るいとも暗いともいえない色味で、遠目から見たらまぁ暗い方かも。落ち着いた感じで色味はgoodです。	Many books such as cartoons and novels were awesome, so purchased for its storage. I made it Brown. It is a color that can not be said to be bright or dark, if it is seen from a long distance it may be a dark one. The color is good with the calm feeling.	思ったより大きくてgood	Bigger than I thought good	本もたくさん収納でき満足しています。	I am satisfied that I can store many books.	思っていたよりコンパクトでしたが、収納力が凄いです！スライドもスムーズで大満足です。	It was more compact than I thought, but the storage power is amazing! The slide is smooth and very satisfying.	組み立ても簡単で1時間ほどでできました。収納力にも満足してます。	It was easy to assemble in about an hour. I am also satisfied with the storage power.	https://bit.ly/2sNGXxX
6927	Rotary comic rack, 5 steps	YAMAZEN	amazon_11	出来上がりは予想以上に頑強です。場所もそれほど取らず使い勝手もよさそうです。心配してた回転もスムーズで申し分ないと思います。	The finish is more robust than expected. It seems to be easy to use without taking too much space. I am worried that the rotation is also smooth and perfect.	思っていたよりも重量感があって安定して使いやすいです。	There is a weight feeling than I thought it is stable and easy to use.	コミックをたくさん収納できてつかいやすいです。	It is easy to use because it can store many comics.	しっかりしていて重いのに回転はスムーズで色もオシャレで気に入ってます。	It is solid and heavy but the rotation is smooth and color is fashionable and I like it.	None	None	https://amzn.to/2R5b4ue
6980	Bookshelf - Thin, stacking	Ymworld	amazon_75	ちゃんと組み立てることができました。本当に良かったです。説明書もわかりやすく、しっかりした本棚が出来上がりました。	I was able to assemble it properly. It was really good. The instructions are easy to understand, and a solid bookshelf is completed.	２つ目のCD棚として購入。この値段であれば大変満足です。全て固定棚で作りがしっかりしている。	Purchased as the second CD shelf. I am very satisfied if this price. Everything is made solidly on a fixed shelf.	中棚以外は棚も可動できるので、文庫本を並べたり、DVDを並べたり汎用性が高く、追加購入も考えています。	Since the shelves can move other than the middle shelf, we arrange the paperback books, arrange the DVDs and have versatility high, so we are considering additional purchase.	コストパフォーマンス、見た目、サイズ共に文句無し。	No complaints on cost performance, appearance, size.	None	None	https://amzn.to/2U5ZJvW
6990	Bookshelf with movable shelf, Thin Type	LOWYA	amazon_30	B5サイズの本で奥行きぴったり。無駄なスペースもなくすっきり収納できます。	B5 size book perfect depth. It can store neatly without wasteful space.	値段からすればお値打ちです。	It is worth the price from the price.	本棚としては悪くない。上に積まなくても半分ずつつかえるし。思ったよりは入らなかったけど、十分でした。	It is not bad as a bookshelf. Even if you do not stack on top it will be used half by side. Although I did not enter than I thought, it was enough.	None	None	None	None	https://amzn.to/2UawFn7
